X,Y,id,name
11.0435864,47.6669458,node/1700556857,Gagers
10.624212,47.6670253,node/1684489420,Lobach
12.9498032,47.6674736,node/255188550,Winkl
11.3229906,47.6676658,node/330433318,Unterau
8.320667,47.6677855,node/303526807,Detzeln
8.3825555,47.6679121,node/286337660,Degernau
8.066153,47.6687787,node/59815199,Hartschwand
11.065336,47.668813,node/1724649559,Steigrain
7.6495915,47.6688679,node/69263347,Wollbach
11.0261262,47.6696321,node/2312045501,Saulgrub
11.7537414,47.669959,node/1738763803,Schärfen
9.6237983,47.6711732,node/253964618,Biggenmoos
9.5891158,47.6716558,node/1934386847,Tettnang
10.3047999,47.6719918,node/240040926,Waltenhofen
9.7991925,47.6721727,node/36307145,Niederwangen
8.9668146,47.6724589,node/1895236365,Hemmenhofen
7.548737,47.672493,node/114508453,Huttingen
11.7686618,47.6728618,node/529883176,Trinis
11.7527848,47.6729768,node/1700564726,Enterbach
11.7580789,47.6732092,node/1700564747,Pförn
8.243337,47.6736008,node/778691706,Dietlingen
10.1131504,47.6736874,node/2285849306,Bolsternang
12.0148837,47.6737001,node/54813089,Bayrischzell
7.5678981,47.6741329,node/30916266,Wintersweiler
7.6698238,47.6742655,node/331312397,Nebenau
11.3025182,47.6747928,node/90208075,Großweil
11.3886346,47.6749089,node/2034682199,Ort
9.3161678,47.6749642,node/240116301,Hagnau am Bodensee
9.8419848,47.6751124,node/60233531,Schwarzenberg
11.230945,47.6756416,node/2468044863,Hagen
8.2617198,47.6756422,node/478613608,Aichen
8.163393,47.6756447,node/280070809,Bannholz
10.5157193,47.6761091,node/266609586,Wildberg
12.4703473,47.6766357,node/240127791,Reit im Winkl
10.8019582,47.6771044,node/240029006,Prem
7.6676534,47.6771876,node/248596443,Egerten
8.1506958,47.6771916,node/1628541816,Remetschwiel
8.3758935,47.6773484,node/795054304,Ofteringen
10.1482133,47.6776211,node/183182164,Wengen
12.8246665,47.6776747,node/78541672,Unterjettenberg
11.2011903,47.6778816,node/1661214349,Murnau am Staffelsee
9.3313433,47.6780498,node/2651897318,Frenkenbach
11.7628751,47.6791525,node/1700564743,Oberhof
7.7655144,47.6792504,node/292524464,Weitenau
10.084763,47.6795606,node/183177745,Großholzleute
10.1109915,47.6795697,node/183183168,Überruh
7.8092533,47.6805418,node/264495234,Enkenstein
9.6409199,47.681086,node/1175425736,Obereisenbach
8.3328113,47.6812923,node/799443540,Raßbach
9.6618165,47.6814537,node/430842794,Krumbach
10.8989166,47.6820403,node/1683184234,Wies
8.9818583,47.6821346,node/1895236363,Gaienhofen
8.3054526,47.6823462,node/369143245,Krenkingen
